samples,class
0.32198758502517955,1.0
0.2792963150184845,1.0
0.4852157869006216,1.0
0.15098290341805742,1.0
0.16474586332337926,1.0
0.5383716934305706,1.0
0.08969809738880108,1.0
0.3278883890789275,1.0
0.13793105328875122,1.0
0.7338336962164388,1.0
0.8588769893089001,1.0
0.18211510874599413,1.0
0.6289580611497576,1.0
0.04652084811015211,1.0
0.4214752267867192,1.0
0.3906203059134883,1.0
0.2645098459441061,1.0
0.11251060103757071,1.0
0.4929514211913538,1.0
0.11692673338822002,1.0
0.13616264348321483,1.0
0.5294599879097405,1.0
0.0074249304605337185,1.0
0.39824843673223675,1.0
0.5529517358268909,1.0
0.7676473579760067,1.0
0.016098389722206563,1.0
0.013548417409080415,1.0
0.02866056618917512,1.0
0.4733925790767134,1.0
0.5436075982948675,1.0
0.19576704930509892,1.0
0.19586122883030732,1.0
0.29867425784608503,1.0
0.04867779649584192,1.0
0.19431111125414535,1.0
0.08135730596297996,1.0
0.06841417127676108,1.0
0.040355695320290486,1.0
0.3312974761611829,1.0
0.1488828425726333,1.0
0.10076408052791175,1.0
0.5970754787112451,1.0
0.8512341151267251,1.0
0.4513241781152829,1.0
0.5352690929181529,1.0
0.2407091292754684,1.0
0.1547107324779351,1.0
0.11088707023992206,1.0
0.6184018609563257,1.0
0.11534073344829365,1.0
0.008694329538232681,1.0
0.5470066097168996,1.0
0.12775008223335826,1.0
0.635890719883578,1.0
0.2423876372949758,1.0
0.6686974513617994,1.0
0.5113146877306666,1.0
0.17438709892331494,1.0
0.09701008552864598,1.0
0.3800189126254233,1.0
0.4723073683011789,1.0
0.7730143563757508,1.0
0.24935436243305176,1.0
0.1503532651925913,1.0
0.7842513650629882,1.0
0.30219563698367613,1.0
0.4696211363691488,1.0
0.3689628534093614,1.0
0.35320702813987914,1.0
0.1975254560198847,1.0
0.6548257911886797,1.0
0.46747208757764025,1.0
0.004390035395397285,1.0
0.39728432777136824,1.0
0.04843357255347813,1.0
0.11963180067869594,1.0
0.5324840537161073,1.0
0.6014504105181937,1.0
0.42713514059126756,1.0
0.655829682618419,1.0
0.1885240114557305,1.0
0.0014344038787821312,1.0
0.45342147474495786,1.0
0.22978668693395132,1.0
0.07577586212500731,1.0
0.14922030572254663,1.0
0.5030970945901037,1.0
0.14199479652596703,1.0
0.6953561967399768,1.0
0.3429271783869704,1.0
0.14603875155856982,1.0
0.5495843054666039,1.0
0.5380274049224163,1.0
0.3334657431758632,1.0
0.0883997215169473,1.0
0.3897416297401409,1.0
0.10814412186699329,1.0
0.8055128315448574,1.0
0.30677882941540424,1.0
0.07175441733398613,1.0
0.6760160388730866,1.0
0.04618568784910948,1.0
0.1231513298275152,1.0
0.14111129928098964,1.0
0.28884085996744835,1.0
0.11146078422747241,1.0
0.2619309497687804,1.0
0.3188595645656377,1.0
0.044014386781955794,1.0
0.711717828023396,1.0
0.6326997534215556,1.0
0.044719685945055154,1.0
0.16667331795972473,1.0
0.1527833384161933,1.0
0.609343557269978,1.0
0.5628462892368656,1.0
0.5995032251747657,1.0
0.2524495688820878,1.0
0.008423794444482824,1.0
0.2744784065605894,1.0
0.07665166031281223,1.0
0.764749173968357,1.0
0.20564855584002084,1.0
0.5001356872938266,1.0
0.06293654663889892,1.0
0.23678900924733404,1.0
0.06699424134391418,1.0
0.4114150355194811,1.0
0.005449464181431218,1.0
0.27939522078961854,1.0
0.5742180821467079,1.0
0.2823994619934246,1.0
0.13343506370642733,1.0
0.6799215239086374,1.0
0.7555995749661457,1.0
0.00758580480358062,1.0
0.5546837389490608,1.0
0.8929177748650754,1.0
0.5262182242404816,1.0
0.05332483051247294,1.0
0.33246755818074925,1.0
0.44174139603579854,1.0
0.3385110495546916,1.0
0.07753765423017023,1.0
0.2088094803457523,1.0
0.4492032439779712,1.0
0.053924410618360286,1.0
0.34960883932509657,1.0
0.3363036064213817,1.0
0.07295338536660112,1.0
0.20768361893177412,1.0
0.6785658172411743,1.0
0.05865144383315002,1.0
0.1667901344676388,1.0
0.15034872437029723,1.0
0.16880414458992754,1.0
0.24206451350373148,1.0
0.09359335474106312,1.0
0.06268568609467484,1.0
0.6289092597722036,1.0
0.1423263349801931,1.0
0.35009368603275537,1.0
0.5322991625765463,1.0
0.09422452928794767,1.0
0.27434861685586387,1.0
0.002006766486271183,1.0
0.32989805709051756,1.0
0.6340783804180292,1.0
0.04972233152596828,1.0
0.163727044255623,1.0
0.43787895973078195,1.0
0.37167014863253434,1.0
0.33563886894814177,1.0
0.8596640514354232,1.0
0.08617391340063907,1.0
0.0524592013876255,1.0
0.3171686200504228,1.0
0.14677365396729236,1.0
0.08904399078246539,1.0
0.34261457221980796,1.0
0.3587001820001542,1.0
0.4859939385514106,1.0
0.46185610730193527,1.0
0.5156035860917279,1.0
0.5875310136758574,1.0
0.14113788847958886,1.0
0.20570856039666952,1.0
0.06987090758085479,1.0
0.026427312963085314,1.0
0.1829373139382644,1.0
0.15745214992355916,1.0
0.15433648926017718,1.0
0.2252461317652631,1.0
0.10001352780181005,1.0
0.6112313721424762,1.0
0.37982177871647227,1.0
0.16502089966413092,1.0
0.08625510183047214,1.0
0.2399276685827194,1.0
0.19288902816061193,1.0
0.08049302609606301,1.0
0.8860635408542348,1.0
0.24037626586477312,1.0
0.2142558599252884,1.0
0.15061475741070862,1.0
0.7168161991914871,1.0
0.07629193139424417,1.0
0.46477385410318195,1.0
0.3108271844454955,1.0
0.2459813170371823,1.0
0.6517835948841384,1.0
0.42662537230064557,1.0
0.022764431016157993,1.0
0.299270054634306,1.0
0.012865855721004626,1.0
0.5479413207609434,1.0
0.6471273571266603,1.0
0.3284226116709602,1.0
0.618235627342521,1.0
0.3431636027866012,1.0
0.0017934825254066755,1.0
0.6198378731213705,1.0
0.4363722899522636,1.0
0.2169120800419262,1.0
0.3397574606313968,1.0
0.4304086307482692,1.0
0.012123197306538325,1.0
0.29850490843896216,1.0
0.3368170149603674,1.0
0.10624514422512776,1.0
0.45718299408999397,1.0
0.037266266579793705,1.0
0.4517673620863618,1.0
0.0018042360223862186,1.0
0.3343510741800563,1.0
0.16437051296007632,1.0
0.17364164267301685,1.0
0.6506040132739801,1.0
0.34726312271113624,1.0
0.5542654814845367,1.0
0.15452216532365814,1.0
0.7899922455383048,1.0
0.7785028215347342,1.0
0.7110958053196927,1.0
0.5432923997518407,1.0
0.18729246945573208,1.0
0.27714697080500184,1.0
0.8814520293688584,1.0
0.2667390547394891,1.0
0.7393791053211439,1.0
0.37261788506045745,1.0
0.016679114768384795,1.0
0.3534862390032564,1.0
0.946565207254561,1.0
0.41724721650918917,1.0
0.38377694214198943,1.0
0.0036193612029558064,1.0
0.6489035878954135,1.0
0.1446371033719549,1.0
0.3434547945487474,1.0
0.39562046808382356,1.0
0.4018776508870827,1.0
0.2848177756557603,1.0
0.10310242473021125,1.0
0.784790416275314,1.0
0.26080832471818494,1.0
0.14152926890657314,1.0
0.40743894247743473,1.0
0.12459609212179423,1.0
0.01775908374155233,1.0
0.14078794508489723,1.0
0.16528779267784544,1.0
0.7528719788385162,1.0
0.016534930266514536,1.0
0.17452364828139955,1.0
0.8739176115810346,1.0
0.0006775522742059614,1.0
0.33699380193397255,1.0
0.21634971570997352,1.0
0.14390947395357534,1.0
0.5692968610160692,1.0
0.0062944428348592485,1.0
0.6945573065493534,1.0
0.1931749833370653,1.0
0.6579509133142188,1.0
0.10732201175136014,1.0
0.12850089930305353,1.0
0.7107779112146375,1.0
0.0836978894320829,1.0
0.7584874850698092,1.0
0.260249433191984,1.0
0.8329236097314644,1.0
0.25690224938862305,1.0
0.17043446776528803,1.0
0.7602618719216627,1.0
0.6879600521677551,1.0
0.1696067457289272,1.0
0.09651572595655444,1.0
0.06858492622498391,1.0
0.04532289341489404,1.0
0.31858510976910115,1.0
0.4321666206238063,1.0
0.12800562427114348,1.0
0.43655080799183277,1.0
0.0962516776940735,1.0
0.6672644616430945,1.0
0.5376293925110269,1.0
0.6318374924738668,1.0
0.2759897460870626,1.0
0.46553528864028026,1.0
0.7187310732603782,1.0
0.06894319713098085,1.0
0.04387921616386792,1.0
0.565563482700466,1.0
0.31766294410012785,1.0
0.14736101809933122,1.0
0.3669289650550378,1.0
0.16626698841015952,1.0
0.6581668099196264,1.0
0.1865158272460543,1.0
0.30471512316251304,1.0
0.09121412388943217,1.0
0.06087680857697175,1.0
0.3142131884493885,1.0
0.6116555801686614,1.0
0.3730434421355123,1.0
0.3888185841874827,1.0
0.3685439725916705,1.0
0.1825876699339013,1.0
0.06122509164549761,1.0
0.67729063987022,1.0
0.3199951687211562,1.0
0.06319528348048953,1.0
0.7552792842162985,1.0
0.0035893105997995,1.0
0.49189066462894804,1.0
0.08056342211931156,1.0
0.7816631507075635,1.0
0.3666371770190443,1.0
0.7126806601705098,1.0
0.14098213698469264,1.0
0.10823713680223457,1.0
0.2980015487594747,1.0
0.5247785231726458,1.0
0.3180929249869039,1.0
0.6625150871425155,1.0
0.3060547965498287,1.0
0.1950744606434267,1.0
0.018593033072830223,1.0
0.30351409464914647,1.0
0.0006840400122907209,1.0
0.5158157067644243,1.0
0.504564626372569,1.0
0.47563391182022463,1.0
0.16800252162331286,1.0
0.19493845020267897,1.0
0.21802698960643896,1.0
0.8684270875274203,1.0
0.41801035070857584,1.0
0.4318977289346042,1.0
0.5887281698004702,1.0
0.0672708414318226,1.0
0.9241789588621975,1.0
0.10741868028072865,1.0
0.20730164386318717,1.0
0.5490249651013376,1.0
0.7546454249861253,1.0
0.2665663716644706,1.0
0.5353058537640343,1.0
0.12901011198078882,1.0
0.3208207543125796,1.0
0.27656598165934965,1.0
0.005768004572626495,1.0
0.3415724430563951,1.0
0.7480095626482336,1.0
0.36725927451993023,1.0
0.632965882782674,1.0
0.183975774306949,1.0
0.29533349143421606,1.0
0.37041433965453074,1.0
0.35201763621303306,1.0
0.3529398102672038,1.0
0.047742011900346326,1.0
0.5496171903144524,1.0
0.33905442025668975,1.0
0.11429436452330166,1.0
0.005379107889825319,1.0
0.5614844733355674,1.0
0.027314462643913573,1.0
0.03807661322272893,1.0
0.3084058319142501,1.0
0.2537669034270038,1.0
0.25493205358930504,1.0
0.41190536462781535,1.0
0.12374825065577,1.0
0.06936459519326987,1.0
0.3160077408415565,1.0
0.12743430805011324,1.0
0.06314153584993465,1.0
0.16759795853203097,1.0
0.7838133278049314,1.0
0.7077371163292742,1.0
0.14958962623485672,1.0
0.13935440703557678,1.0
0.03404548273124397,1.0
0.8304895001635565,1.0
0.669884423380353,1.0
0.3497465591136558,1.0
0.4741847756291814,1.0
0.25442036594324924,1.0
0.20368682462113108,1.0
0.6011615193251494,1.0
0.1804441365835583,1.0
0.130849365868688,1.0
0.30497169032169047,1.0
0.025375921541972657,1.0
0.20525648581283695,1.0
0.39979904719260884,1.0
0.3267535548870969,1.0
0.6109122575490674,1.0
0.2439787243964754,1.0
0.36514594230379427,1.0
0.4939789066286072,1.0
0.08117008263134617,1.0
0.6823979356804358,1.0
0.20393352736958137,1.0
0.7457349140441668,1.0
0.37447577622255757,1.0
0.281516902897022,1.0
0.08711048943643185,1.0
0.029341791529306716,1.0
0.3097304151208702,1.0
0.14102233792836905,1.0
0.2819894238435815,1.0
0.6278652544896899,1.0
0.22264345719545686,1.0
0.13660558823552105,1.0
0.5559228443924206,1.0
0.028184907577181617,1.0
0.0018412132518008661,1.0
0.6841313170302895,1.0
0.07929520067878337,1.0
0.8499231819446297,1.0
0.7584141474031136,1.0
0.05182504853601677,1.0
0.4428749069508843,1.0
0.0449844315073995,1.0
0.34289335070310434,1.0
0.15366618031545154,1.0
0.00997454403451603,1.0
0.5297049953320149,1.0
0.16042497324966665,1.0
0.24412531514244873,1.0
0.7389803503222477,1.0
0.04800065595183134,1.0
0.3918711830221816,1.0
0.2549290316414694,1.0
0.2941621035591756,1.0
0.34653545467495106,1.0
0.34296163337977215,1.0
0.5594942233519306,1.0
0.43773381526604405,1.0
0.19031176458484278,1.0
0.4159548387311852,1.0
0.36890972016217105,1.0
0.556248704369852,1.0
0.4347843052459496,1.0
0.6687260049462141,1.0
0.18607596072428556,1.0
0.26494018585116086,1.0
0.7557150721929303,1.0
0.10601148057759457,1.0
0.5140970748859159,1.0
0.8599595782544878,1.0
0.7537736267927982,1.0
0.38230360624410387,1.0
0.3859247842518194,1.0
0.5094349903797399,1.0
0.2839155701984175,1.0
0.3106420659433383,1.0
0.40801497865236336,1.0
0.24595593098405988,1.0
0.35010134385476277,1.0
0.4351949283426717,1.0
0.13183679951916227,1.0
0.4504225157018402,1.0
0.025914255783511808,1.0
0.32521669101207995,1.0
0.1282408364924177,1.0
0.12915919587901592,1.0
0.34960280504485275,1.0
0.3792858960387969,1.0
0.16504876410878655,1.0
0.0834163460405909,1.0
0.35840880242200557,1.0
0.35224815851815283,1.0
0.12771549656426573,1.0
0.12113723391032472,1.0
0.2801150447660278,1.0
0.36549204628202525,1.0
0.25613097320306744,1.0
0.1332820429389877,1.0
0.09736259012181403,1.0
0.438970923431659,1.0
0.33502329083231996,1.0
0.48799172388677803,1.0
0.30869644294417364,1.0
0.09704187539357723,1.0
0.6565492789225803,1.0
0.449852309856284,1.0
0.7103518180128195,1.0
0.8414504543337675,1.0
0.29838260091887914,1.0
0.22610767664654785,1.0
0.7483239122680491,1.0
0.13392421767801588,1.0
0.3863913726589585,1.0
0.3101476503013977,1.0
0.30054664525116126,1.0
0.1953800909575062,1.0
0.48644307924472685,1.0
0.20888297301657677,1.0
0.06634094149508574,1.0
0.04735638208558579,1.0
0.2596887153167958,1.0
0.49113626059618287,1.0
0.16424831180202237,1.0
0.6865987095551548,1.0
0.11704079655226762,1.0
0.3771917729313158,1.0
0.8389176262520491,1.0
0.11357050280421355,1.0
0.35011829459839217,1.0
0.11337381875764818,1.0
0.10464474575297633,1.0
0.5813710120976672,1.0
0.5099343904242858,1.0
0.10401668158326394,1.0
0.6847375607158146,1.0
0.044490802498938886,1.0
0.11182765654656057,1.0
0.3301780843667683,1.0
0.8303057966897045,1.0
0.04058624884453821,1.0
0.27643438197917025,1.0
0.2716407363399488,1.0
0.16625906826823267,1.0
0.08436191476123611,1.0
0.08377372826345109,1.0
0.27122686091366255,1.0
0.24146818758358113,1.0
0.12935231250682777,1.0
0.47707181181747604,1.0
0.22020373373763957,1.0
0.10444810259903359,1.0
0.12302681914006841,1.0
0.16412659377352146,1.0
0.6392031934437709,1.0
0.3073740727978712,1.0
0.10828699931491204,1.0
0.10995906235704855,1.0
0.013928824720770172,1.0
0.18649593290823385,1.0
0.3737202875017558,1.0
0.3681562848602772,1.0
0.0877293909510285,1.0
0.3136568385584968,1.0
0.6556113947867627,1.0
0.5704072117065888,1.0
0.3639839377141849,1.0
0.34359035437908225,1.0
0.7359547089090768,1.0
0.5357757148859287,1.0
0.4064768849737771,1.0
0.3244195567801518,1.0
0.7692516223420685,1.0
0.37192500874982326,1.0
0.17710401130459208,1.0
0.34004625723528226,1.0
0.8492322625161635,1.0
0.022134072543188443,1.0
0.10624758941250056,1.0
0.11961528967124713,1.0
0.01460048634155564,1.0
0.09207227904719473,1.0
0.185210142270545,1.0
0.029987278899487713,1.0
0.16961353130717138,1.0
0.41448717754060305,1.0
0.04855152066299295,1.0
0.6890910649507052,1.0
0.06241660841796237,1.0
0.3090970039626746,1.0
0.1192908409612905,1.0
0.2584238865163482,1.0
0.21093827799988618,1.0
0.49947237126071886,1.0
0.3085418283435999,1.0
0.011186295394929435,1.0
0.08261165053036645,1.0
0.05786091809797278,1.0
0.09017751449014832,1.0
0.5939772115182588,1.0
0.01808723214527541,1.0
0.06445134968384658,1.0
0.2160214848367218,1.0
0.27610231328775336,1.0
0.23652389052497824,1.0
0.2853302073426056,1.0
0.6693107783244457,1.0
0.30815031695093054,1.0
0.30497295585390616,1.0
0.8470759188126941,1.0
0.5263913537348803,1.0
0.08736320986197166,1.0
0.5215036418213003,1.0
0.45335642821083644,1.0
0.5308318284460453,1.0
0.23251348282671858,1.0
0.48443984020567044,1.0
0.28074389585189286,1.0
0.699354551320371,1.0
0.27472172847794996,1.0
0.24989697512260722,1.0
0.6477428895941144,1.0
0.26885900659064965,1.0
0.5627394282223435,1.0
0.05586778410681481,1.0
0.8779477565502681,1.0
0.7992783944950316,1.0
0.16123303259665744,1.0
0.19108828029090363,1.0
0.5231040456063314,1.0
0.35220932976482444,1.0
0.456932572638176,1.0
0.16223172510071604,1.0
0.04937783486829905,1.0
0.022319426512663942,1.0
0.17081674920959156,1.0
0.06179480908821233,1.0
0.5297072025436734,1.0
0.12194344893381837,1.0
0.4173001776452552,1.0
0.23243490600711814,1.0
0.6778715568583721,1.0
0.651859205833,1.0
0.06079733447821045,1.0
0.4597850998034212,1.0
0.17039131542162433,1.0
0.6622492167813785,1.0
0.36141584653639525,1.0
0.08710642524116685,1.0
0.44419564949980195,1.0
0.045013803613820236,1.0
0.3445136165441738,1.0
0.3372039291294203,1.0
0.12366264520335501,1.0
0.3492090147710111,1.0
0.42537626295392583,1.0
0.26935322932395134,1.0
0.6862662979219157,1.0
0.4258906874060133,1.0
0.26238363019366717,1.0
0.43541631053885055,1.0
0.7267692755963675,1.0
0.30560233937428616,1.0
0.025515617653021017,1.0
0.03336995219446104,1.0
0.17737473133103743,1.0
0.42559690905585934,1.0
0.3084226791691166,1.0
0.7222088744827347,1.0
0.13050222301718606,1.0
0.031839484190284595,1.0
0.32392911239808253,1.0
0.0999227831873073,1.0
0.26665738961674934,1.0
0.0007035371505706989,1.0
0.10806681036287424,1.0
0.6283369944400872,1.0
0.302479228067968,1.0
0.44668951337029916,1.0
0.38241405419258334,1.0
0.09955244858139356,1.0
0.1683783443791339,1.0
0.1708324229439223,1.0
0.3022546573427378,1.0
0.5048572274394943,1.0
0.24423166918314643,1.0
0.4473715426965983,1.0
0.7665962266929759,1.0
0.31060578145148243,1.0
0.5219597421693638,1.0
0.12379205680995875,1.0
0.5161799751228233,1.0
0.44176377170422043,1.0
0.160071664412469,1.0
0.4299597069509675,1.0
0.7468464506549136,1.0
0.37976349108971963,1.0
0.3101411030606679,1.0
0.748732211565414,1.0
0.0529920569681922,1.0
0.7761069063309296,1.0
0.6458227087590312,1.0
0.7771738567686605,1.0
0.03460292262436471,1.0
0.06820499256482027,1.0
0.20268684013448224,1.0
0.4771014689634735,1.0
0.15947698242091024,1.0
0.7616409162388902,1.0
0.5351539558134519,1.0
0.10372732097583748,1.0
0.04203189839690291,1.0
0.4487196796754943,1.0
0.25863386359431817,1.0
0.5623462169127861,1.0
0.2679009608275098,1.0
0.6776422276070807,1.0
0.19406947914211614,1.0
0.0733667492030895,1.0
0.06795723997262137,1.0
0.07799623267973388,1.0
0.09056235040634186,1.0
0.0728458001542065,1.0
0.1781869913162406,1.0
0.61560222386361,1.0
0.6702120008037935,1.0
0.44146241640530004,1.0
0.034601074166840884,1.0
0.1936835275629457,1.0
0.611893381262743,1.0
0.045447830753999496,1.0
0.03309302188435537,1.0
0.44073743199472526,1.0
0.45458995524575874,1.0
0.3243846758428871,1.0
0.4148835543885365,1.0
0.3368178953630071,1.0
0.24127477131524233,1.0
0.6395448307616046,1.0
0.2920000716729222,1.0
0.12362211652457,1.0
0.1250968929503249,1.0
0.29841632614149594,1.0
0.3631626968501639,1.0
0.02078728484453496,1.0
0.02168644915052731,1.0
0.1739451870420301,1.0
0.36453169172970956,1.0
0.0558886921110463,1.0
0.38174283504675954,1.0
0.25637961246031393,1.0
0.25303400789000496,1.0
0.6308624554048655,1.0
0.3859262638903407,1.0
0.3655027445883885,1.0
0.07253172891763515,1.0
0.7713029034715106,1.0
0.06223442610630048,1.0
0.548557977224596,1.0
0.36432698500775285,1.0
0.4324412936201367,1.0
0.24068640715406708,1.0
0.30273104381569416,1.0
0.5806157805818458,1.0
0.5555143615126111,1.0
0.5299789917832576,1.0
0.18529256799096638,1.0
0.04797922279685318,1.0
0.8926678518681289,1.0
0.40078926150168537,1.0
0.3057711015922985,1.0
0.5704142878366629,1.0
0.015617184069774415,1.0
0.09880920160835627,1.0
0.12547095607788028,1.0
0.36711749861543463,1.0
0.19056212938136752,1.0
0.042833057459674584,1.0
0.3001551026767878,1.0
0.01213283492771966,1.0
0.13673149330330459,1.0
0.3129427374226371,1.0
0.3510560365987425,1.0
0.03958392732026428,1.0
0.7022077431006047,1.0
0.3872662649988432,1.0
0.06215983496874178,1.0
0.24239845083382383,1.0
0.021265754349908628,1.0
0.28064609202894386,1.0
0.38697781839454426,1.0
0.25728435815734974,1.0
0.5733845113614433,1.0
0.020796451539944028,1.0
0.314385365307001,1.0
0.543439910845984,1.0
0.6601268909506006,1.0
0.4231340150505909,1.0
0.6943872858726637,1.0
0.9653196647950382,1.0
0.28377130526804595,1.0
0.5906642121217542,1.0
0.30402331945932637,1.0
0.36890154686786836,1.0
0.8369536360897234,1.0
0.37338937066043265,1.0
0.40342150018215417,1.0
0.07371079741708686,1.0
0.46122340943685813,1.0
0.30420462713560625,1.0
0.08968467689403781,1.0
0.4751443249897065,1.0
0.34934334680769974,1.0
0.28164668560017747,1.0
0.681058608649108,1.0
0.7382890254931749,1.0
0.37301804202148436,1.0
0.09741795863662572,1.0
0.24127724913652004,1.0
0.25262701617955396,1.0
0.133668838559858,1.0
0.10257327258539994,1.0
0.6875337215329977,1.0
0.012175392087013348,1.0
0.05133731195399582,1.0
0.6861516473692624,1.0
0.441514182584014,1.0
0.5328500781588879,1.0
0.2839539062597467,1.0
